id	WT_rep1	WT_rep2	WT_rep3	KO_rep1	KO_rep2	KO_rep3
ENSMUSG00000000001	134.1361649744697	119.67311416178532	120.00919475048278	133.73024868854873	131.07472099809388	132.46333928544593
ENSMUSG00000000028	43.544202808876356	56.1763421530721	54.1584119746766	52.44810868640108	51.971317946766085	47.30001385214691
ENSMUSG00000000056	40.91653539799589	33.26021390932598	31.017261430774305	41.38677770751554	34.52016461660199	36.23227662073323
ENSMUSG00000000078	3.253302508709153	1.2731182357636737	1.8675314474026414	1.1185615596625822	2.2928522623573273	1.0485224745549808
ENSMUSG00000000085	93.09450255690807	96.43870635909828	88.50475120299474	103.03194810669785	83.68910757604245	81.55174802094295
ENSMUSG00000000088	40.91653539799589	25.462364715273473	20.055663804715323	46.97958550582845	29.93446009188733	26.446066858220075
ENSMUSG00000000094	173.55117613767675	165.0279513108662	153.0563816675643	193.51114982162673	183.55556166982828	196.88922022199085
ENSMUSG00000000126	2.0020323130517865	2.387096692056888	1.4615463501411976	2.1128385015848776	2.2928522623573273	2.0970449491099616
ENSMUSG00000000127	34.91043845884053	29.122579643094035	33.29077797543839	33.308277554396895	33.883261210391616	39.7273515359165
ENSMUSG00000000131	61.56249362634244	62.06451399347909	57.32509573331586	69.84795517004125	69.67723263941434	65.59090590827269
ENSMUSG00000000142	319.8246620100229	315.2559031309797	354.5061869286927	496.5170478724462	442.13834459123797	455.29175895120727
ENSMUSG00000000148	5.755842900023886	3.3419353688796436	5.440200303303347	6.83565397571578	5.859511337135392	5.35911486994768
ENSMUSG00000000149	89.84120004819891	84.02580356040247	78.59871482981552	100.91910960511298	76.6831701077284	81.66825051811573
ENSMUSG00000000168	45.54623512192814	35.488170821912405	38.64978125928945	47.10387012356874	51.33441454055572	52.07661623623071
ENSMUSG00000000171	74.57570366117905	76.38709414582041	65.6883887369016	76.55932452801675	80.88673258871682	82.36726550115239
ENSMUSG00000000184	171.17376276592776	61.42795487559725	60.57297651140741	82.02784770858936	116.4259426552554	131.9973292967548
ENSMUSG00000000194	30.0304846957768	30.39569787885771	29.149729983371664	32.3140006124746	37.8320623288959	30.989664247958324
ENSMUSG00000000197	0.7507621173944199	3.182795589409184	1.8675314474026414	1.491415412883443	2.165471581115254	2.9125624293193915
ENSMUSG00000000214	44.42009194583651	35.80645038085332	27.201001516516733	58.41377033793485	54.77369293409171	48.23203382952912
ENSMUSG00000000247	10.635796663087616	7.797849194052501	8.850475120299475	14.665584893353856	13.247590849175669	13.980299660733078
ENSMUSG00000000248	0.6256350978286833	0.1591397794704592	0.24359105835686629	2.858546208026599	2.420232943599401	1.1650249717277565
ENSMUSG00000000253	41.041662417561625	42.64946089808307	37.02584087024368	33.92970064309833	32.73683507921295	29.125624293193912
ENSMUSG00000000275	2.127159332617523	1.7505375741750513	1.4615463501411976	0.8699923241820084	2.03809089987318	1.6310349604188592
ENSMUSG00000000276	43.79445684800783	38.03440729343975	39.948933570526066	49.838131713855056	46.74871001584106	47.06700885780136
ENSMUSG00000000278	39.41501116320705	40.42150398549664	43.521602426426774	29.70402363992857	31.463028266792215	34.01872917445049
ENSMUSG00000000282	22.647990541398336	20.688171331159698	18.51292043512184	25.35406201901853	20.635670361215947	20.737444496754065
ENSMUSG00000000290	2.2522863521832597	3.3419353688796436	3.410274816996128	0.49713847096114766	1.01904544993659	1.8640399547644104
ENSMUSG00000000295	11.011177721784826	8.911827650345716	9.012869159204053	7.457077064417215	6.496414743345761	6.291134847329885
ENSMUSG00000000296	3.7538105869721	0.6365591178818368	2.4359105835686625	2.2371231193251644	2.2928522623573273	1.3980299660733078
