id	WT_rep1	WT_rep2	WT_rep3	KO_rep1	KO_rep2	KO_rep3
ENSMUSG00000000001.4	134.1361649744697	119.67311416178532	120.00919475048278	137.61296006803497	139.37916825291626	134.00241979309382
ENSMUSG00000000028.15	43.544202808876356	56.1763421530721	54.1584119746766	46.865779171764515	46.670520041130764	47.25065244109894
ENSMUSG00000000056.7	40.91653539799589	33.26021390932598	31.017261430774305	33.7124119042174	36.55225011351434	36.272140939978
ENSMUSG00000000078.7	3.253302508709153	1.2731182357636737	1.8675314474026414	3.2054424433518185	2.9090026041897223	3.1213415052206592
ENSMUSG00000000085.16	93.09450255690807	96.43870635909828	88.50475120299474	107.32705560326261	94.47934544911837	100.63635542694193
ENSMUSG00000000088.7	40.91653539799589	25.462364715273473	20.055663804715323	35.370399374916616	34.02268263161023	32.72026957196829
ENSMUSG00000000094.12	173.55117613767675	165.0279513108662	153.0563816675643	178.95211433746877	167.45736730205184	177.91646579757756
ENSMUSG00000000126.11	2.0020323130517865	2.387096692056888	1.4615463501411976	2.321182458978903	0.8853486186664372	3.4442389023124513
ENSMUSG00000000127.15	34.91043845884053	29.122579643094035	33.29077797543839	34.154541896403856	39.334774343608856	34.765286420216306
ENSMUSG00000000131.15	61.56249362634244	62.06451399347909	57.32509573331586	58.58222396470565	55.14457110550952	65.6558040753311
ENSMUSG00000000142.15	319.8246620100229	315.2559031309797	354.5061869286927	338.3399765206868	350.5980529919091	379.1891766514614
ENSMUSG00000000148.17	5.755842900023886	3.3419353688796436	5.440200303303347	5.305559906237493	2.782524230094517	6.4579479418358465
ENSMUSG00000000149.10	89.84120004819891	84.02580356040247	78.59871482981552	90.30505090408398	86.13177275883483	90.30363872000459
ENSMUSG00000000167.14	1.1261431760916298	0.795698897352296	0.9743642334274651	1.547454972652602	1.138305366856848	0.7534272598808487
ENSMUSG00000000168.9	45.54623512192814	35.488170821912405	38.64978125928945	51.95027408190878	50.97078476036774	51.77121600038404
ENSMUSG00000000171.5	74.57570366117905	76.38709414582041	65.6883887369016	66.20896632992205	75.12815421255196	72.11375201716695
ENSMUSG00000000184.12	171.17376276592776	61.42795487559725	60.57297651140741	140.70787001334017	189.46460439461757	73.62060653692865
ENSMUSG00000000194.13	30.0304846957768	30.39569787885771	29.149729983371664	33.60187940617079	29.72241791237325	32.82790203766555
ENSMUSG00000000197.8	0.7507621173944199	3.182795589409184	1.8675314474026414	2.4317149570255174	1.7706972373328744	1.183957122669905
ENSMUSG00000000214.11	44.42009194583651	35.80645038085332	27.201001516516733	40.23382928896765	45.026301177893096	43.69878107308923
ENSMUSG00000000247.11	10.635796663087616	7.797849194052501	8.850475120299475	5.747689898423951	6.576875452950676	7.749537530203016
ENSMUSG00000000253.13	41.041662417561625	42.64946089808307	37.02584087024368	47.97110415223066	44.014474185131455	45.74379792133725
ENSMUSG00000000275.16	2.127159332617523	1.7505375741750513	1.4615463501411976	2.7633124511653606	1.644218863237669	1.8297519168534897
ENSMUSG00000000276.11	43.79445684800783	38.03440729343975	39.948933570526066	42.00234925771348	38.70238247313283	40.14690970507951
ENSMUSG00000000278.10	39.41501116320705	40.42150398549664	43.521602426426774	46.97631166981113	44.39390930741707	37.7789954597397
ENSMUSG00000000282.12	22.647990541398336	20.688171331159698	18.51292043512184	23.875019578068716	19.477669610661618	20.127271085388386
ENSMUSG00000000290.13	2.2522863521832597	3.3419353688796436	3.410274816996128	6.963547376936709	2.9090026041897223	3.1213415052206592
