id	logFC	logCPM	F	PValue	FDR	FCthreshold	significance	significant	change
ENSMUSG00000000001	0.1404677083061471	7.025691070035209	3.271568548725442	0.09763526200603936	0.4632373401553335	2	0.05	FALSE	NONE
ENSMUSG00000000028	-0.1236287019724963	5.615714970459859	1.2580396179061932	0.285705374827896	0.6574092980664084	2	0.05	FALSE	NONE
ENSMUSG00000000056	0.024549305064159557	5.140868748177811	0.0382627636727819	0.8484519969987246	0.9527634373640353	2	0.05	FALSE	NONE
ENSMUSG00000000078	0.5218591509205025	1.4997930089836964	2.2056888260040037	0.16534500667626492	0.5493444901323266	2	0.05	FALSE	NONE
ENSMUSG00000000085	0.12700078088254532	6.590954208771272	2.3529419187203624	0.15304771571350667	0.5340832684766267	2	0.05	FALSE	NONE
ENSMUSG00000000088	0.25257004857273013	4.972958849891324	1.4070958812926138	0.2603142259388785	0.6394068965423563	2	0.05	FALSE	NONE
ENSMUSG00000000094	0.09781221379231313	7.3972272406130735	1.7359955962679279	0.21419983724063452	0.5981871823004713	2	0.05	FALSE	NONE
ENSMUSG00000000126	0.2463354360073415	1.1911624913151826	0.3041966781602871	0.5921953027087047	0.8444538052817621	2	0.05	FALSE	NONE
ENSMUSG00000000127	0.15251569761121422	5.101447924154154	1.7164731439254917	0.2166171481708734	0.5998335494896738	2	0.05	FALSE	NONE
ENSMUSG00000000131	-0.005975950789587969	5.90495064329088	0.0037725321853466177	0.9521162004020394	0.9862205380709802	2	0.05	FALSE	NONE
ENSMUSG00000000142	0.1133702012192657	8.414921829568978	2.3543041797161957	0.15293950782431623	0.5340832684766267	2	0.05	FALSE	NONE
ENSMUSG00000000148	-0.006922629355915134	2.3611892880629473	4.5488075649666713e-4	0.9833627103296945	0.9939667758982256	2	0.05	FALSE	NONE
ENSMUSG00000000149	0.0846804358261293	6.430478309684323	0.9973577125317893	0.3392285165099216	0.7003785216702583	2	0.05	FALSE	NONE
ENSMUSG00000000167	0.23225580945024465	0.35568558609838014	0.30739756672198143	0.5902797758260008	0.8431609029572565	2	0.05	FALSE	NONE
ENSMUSG00000000168	0.37205005366215776	5.515553412004426	11.281361893917426	0.0063029700199173444	0.2540146175245169	2	0.05	FALSE	NONE
ENSMUSG00000000171	-0.014630055207318804	6.158554868591705	0.02309043073054953	0.8819494690259397	0.9642894572686137	2	0.05	FALSE	NONE
ENSMUSG00000000184	0.46383722129927957	6.854662340579399	1.3817580972243158	0.26440485934366853	0.6424223389207229	2	0.05	FALSE	NONE
ENSMUSG00000000194	0.10822058972931169	4.954382817082137	1.0273281026243097	0.332375770889374	0.6949286766899637	2	0.05	FALSE	NONE
ENSMUSG00000000197	-0.06331592207998604	1.0275112404023636	0.017521922955339574	0.8970608877985744	0.9693484611911175	2	0.05	FALSE	NONE
ENSMUSG00000000214	0.27557063655313174	5.297345454950517	2.9865612958886003	0.11164409399641594	0.47955266576734457	2	0.05	FALSE	NONE
ENSMUSG00000000247	-0.440712312680365	3.0155797862423177	4.4694021499276175	0.05794653506378792	0.393128030767041	2	0.05	FALSE	NONE
ENSMUSG00000000253	0.1984769515702797	5.42699416335931	3.873549369339375	0.0745397976713342	0.42406886063200205	2	0.05	FALSE	NONE
ENSMUSG00000000275	0.24906398412385397	1.0923851448242194	0.512696655622363	0.48876707501376104	0.7940623116691142	2	0.05	FALSE	NONE
ENSMUSG00000000276	-0.008004279506067092	5.338071609666697	0.006127821503293344	0.9389986395566852	0.9816255262150112	2	0.05	FALSE	NONE
ENSMUSG00000000278	0.06691975777082239	5.395453829479514	0.3658048779036555	0.5574640237063748	0.8304516158053175	2	0.05	FALSE	NONE
ENSMUSG00000000282	0.0466088158654718	4.3898460996046555	0.11120550390844261	0.7449916038151587	0.9148582328628128	2	0.05	FALSE	NONE
ENSMUSG00000000290	0.5296554810376155	1.964177142487215	2.072547454094933	0.17757683292686802	0.5612500374121216	2	0.05	FALSE	NONE
ENSMUSG00000000295	0.4791875369392008	3.5482951734803416	7.983222371132808	0.01637721857964001	0.29367039340068857	2	0.05	FALSE	NONE
ENSMUSG00000000296	0.13733224321305512	1.4247279864611908	0.0845007921749962	0.7766487948523911	0.9272088658779166	2	0.05	FALSE	NONE
ENSMUSG00000000301	0.06428805071814656	1.1883417279992583	0.025446335403517262	0.8761261727900878	0.9620455425919344	2	0.05	FALSE	NONE
ENSMUSG00000000303	-0.05857117146749548	9.005021695672093	0.5905973071818533	0.4582306313066866	0.7762765941151344	2	0.05	FALSE	NONE
ENSMUSG00000000305	-0.07357442629174481	4.693965906840429	0.4006752605560481	0.5395652341967059	0.8216138184429079	2	0.05	FALSE	NONE
ENSMUSG00000000318	-0.055345678151467514	4.2215838793732	0.1395256323769227	0.715790467570688	0.9005172861692343	2	0.05	FALSE	NONE
ENSMUSG00000000320	0.13736498147445983	2.8483258286142314	0.4040866824093642	0.5378740357485748	0.8205275037079033	2	0.05	FALSE	NONE
ENSMUSG00000000325	-0.15194927365009667	3.967927113644025	0.6728559876106399	0.42932463674309407	0.7585473721706134	2	0.05	FALSE	NONE
ENSMUSG00000000339	0.05184193965032062	3.5788877395967766	0.087525026029307465	0.7728098741708127	0.9261230742843385	2	0.05	FALSE	NONE
ENSMUSG00000000340	0.0035192697681793476	3.523870660023054	4.490327082611278e-4	0.9834699850763378	0.9939667758982256	2	0.05	FALSE	NONE
ENSMUSG00000000346	0.10469688475959145	5.951830489234149	0.5159275934471058	0.4874309485776578	0.792853987810258	2	0.05	FALSE	NONE
ENSMUSG00000000365	-0.12627832508029502	7.560668857451562	3.437780859087943	0.09046830534250698	0.452231754355509	2	0.05	FALSE	NONE
ENSMUSG00000000374	0.0023534766126830707	6.576962071489615	8.540865881821324e-4	0.9772042832599073	0.992350378014109	2	0.05	FALSE	NONE
ENSMUSG00000000378	0.02516101885834621	3.6568568469828886	0.01918197137156335	0.8923272892668046	0.9671834688979002	2	0.05	FALSE	NONE
ENSMUSG00000000384	-0.11569618512939608	3.3751613672713083	0.35268574933282587	0.5645057922097502	0.833436763772027	2	0.05	FALSE	NONE
ENSMUSG00000000386	-0.1435713854364389	0.4332490961274907	0.05502969178230384	0.8188034910911639	0.9426155484325787	2	0.05	FALSE	NONE
ENSMUSG00000000399	0.0016162923194630657	5.58314152331165	2.8801821497766844e-4	0.9867609464647678	0.9952067524670996	2	0.05	FALSE	NONE
ENSMUSG00000000416	-0.5398536368033133	3.4852665013907345	7.763577044806041	0.017569554499662174	0.2964486827443608	2	0.05	FALSE	NONE
ENSMUSG00000000420	-0.03580310100287669	6.246223318441944	0.13523926327471203	0.7199779936665698	0.9033960497331289	2	0.05	FALSE	NONE
ENSMUSG00000000439	0.026236209210800054	6.293000101498921	0.08118040640330636	0.7809510194262821	0.9276868176531868	2	0.05	FALSE	NONE
ENSMUSG00000000440	-0.25513267027322745	4.9974423211497365	3.411409762466628	0.0915608741540114	0.4538889114404643	2	0.05	FALSE	NONE
ENSMUSG00000000441	0.1072043859156122	8.02948270885948	2.496668166580484	0.1421482882556789	0.5224498779766577	2	0.05	FALSE	NONE
ENSMUSG00000000486	0.06604509046025771	0.6197084855792371	0.030219356128985866	0.865123898723271	0.9575374102743419	2	0.05	FALSE	NONE
ENSMUSG00000000489	-0.03030296498702196	3.1107157693177387	0.012724449891317331	0.9122016311981505	0.9749983918113149	2	0.05	FALSE	NONE
ENSMUSG00000000531	-0.7932332497989035	2.5021147745790384	6.204673560828889	0.029816164509668733	0.3323916513941846	2	0.05	FALSE	NONE
ENSMUSG00000000532	-0.04076751729156109	6.723308679184846	0.2465877303443232	0.6291775012450529	0.862889055412605	2	0.05	FALSE	NONE
ENSMUSG00000000538	-0.04237901015737867	6.883523489352688	0.3248524574577064	0.5800611018334267	0.838947865268421	2	0.05	FALSE	NONE
ENSMUSG00000000544	-0.2401071172616386	2.467943374398817	0.8527364504003692	0.3754209035838505	0.7279424365750857	2	0.05	FALSE	NONE
ENSMUSG00000000552	0.4777941703458563	5.095868620089766	15.456280474762972	0.0023074174798926746	0.19013923777975447	2	0.05	FALSE	NONE
ENSMUSG00000000555	-0.15594461258400885	0.602324639372429	0.17065270729896695	0.6874017865351936	0.8878267233861752	2	0.05	FALSE	NONE
ENSMUSG00000000563	-0.11979087226820397	5.505898755124934	1.45904785391468	0.2521932239788997	0.6332437891992786	2	0.05	FALSE	NONE
ENSMUSG00000000568	-0.2253580376626827	7.161387237682408	3.105178615336242	0.10552846296019298	0.47454412192190787	2	0.05	FALSE	NONE
ENSMUSG00000000581	0.38378672396322555	1.9125168916146378	1.0772357116888318	0.32140271882351673	0.6853694370720147	2	0.05	FALSE	NONE
ENSMUSG00000000594	0.40113604983539164	0.9201028550795497	0.4339685840705077	0.5234808121207971	0.8112206820514163	2	0.05	FALSE	NONE
ENSMUSG00000000600	-0.20327278024819442	4.100093263532643	2.0753876674569156	0.17730392995589864	0.5612500374121216	2	0.05	FALSE	NONE
ENSMUSG00000000605	0.3806706673014896	2.1348598106158634	1.4921923616441897	0.24719135653416835	0.6290932237232417	2	0.05	FALSE	NONE
ENSMUSG00000000628	-0.020691036241222965	2.416836536245309	0.005548976929616877	0.9419451446114575	0.9821848817080964	2	0.05	FALSE	NONE
ENSMUSG00000000631	0.004111434293509281	7.935562393609052	0.0019420017889428883	0.9656330258853008	0.9897451927505062	2	0.05	FALSE	NONE
